form,filed,period,accession,primary_doc,description,items,url,evidence
4,2023-11-20,2023-11-16,0001676238-23-000187,xslF345X05/wk-form4_1700524664.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000187/xslF345X05/wk-form4_1700524664.xml,statutory (SEC EDGAR)
4,2023-11-20,2023-11-16,0001676238-23-000185,xslF345X05/wk-form4_1700524411.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000185/xslF345X05/wk-form4_1700524411.xml,statutory (SEC EDGAR)
4,2023-11-20,2023-11-16,0001676238-23-000183,xslF345X05/wk-form4_1700524249.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000183/xslF345X05/wk-form4_1700524249.xml,statutory (SEC EDGAR)
144,2023-11-20,,0001950047-23-005222,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723005222/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-11-17,2023-11-15,0001676238-23-000181,xslF345X05/wk-form4_1700260718.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000181/xslF345X05/wk-form4_1700260718.xml,statutory (SEC EDGAR)
4,2023-11-17,2023-11-15,0001676238-23-000179,xslF345X05/wk-form4_1700260419.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000179/xslF345X05/wk-form4_1700260419.xml,statutory (SEC EDGAR)
4,2023-11-16,2023-11-14,0001676238-23-000177,xslF345X05/wk-form4_1700176555.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000177/xslF345X05/wk-form4_1700176555.xml,statutory (SEC EDGAR)
144,2023-11-15,,0001950047-23-005012,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723005012/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-11-03,2023-11-01,0001676238-23-000174,xslF345X05/wk-form4_1699045093.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000174/xslF345X05/wk-form4_1699045093.xml,statutory (SEC EDGAR)
4,2023-10-27,2023-10-25,0001676238-23-000172,xslF345X05/wk-form4_1698440028.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000172/xslF345X05/wk-form4_1698440028.xml,statutory (SEC EDGAR)
4,2023-10-24,2023-10-20,0001676238-23-000170,xslF345X05/wk-form4_1698179781.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000170/xslF345X05/wk-form4_1698179781.xml,statutory (SEC EDGAR)
4,2023-10-19,2023-10-17,0001676238-23-000168,xslF345X05/wk-form4_1697750429.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000168/xslF345X05/wk-form4_1697750429.xml,statutory (SEC EDGAR)
4,2023-10-18,2023-10-16,0001676238-23-000166,xslF345X05/wk-form4_1697661443.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000166/xslF345X05/wk-form4_1697661443.xml,statutory (SEC EDGAR)
144,2023-10-17,,0001950047-23-004550,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723004550/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-10-13,2023-10-11,0001676238-23-000164,xslF345X05/wk-form4_1697234930.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000164/xslF345X05/wk-form4_1697234930.xml,statutory (SEC EDGAR)
144,2023-10-11,,0001972362-23-000853,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236223000853/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-10-10,2023-10-06,0001676238-23-000162,xslF345X05/wk-form4_1696974303.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000162/xslF345X05/wk-form4_1696974303.xml,statutory (SEC EDGAR)
144,2023-10-10,,0001972362-23-000847,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236223000847/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2023-10-06,,0001972362-23-000842,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236223000842/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-10-04,2023-10-02,0001676238-23-000160,xslF345X05/wk-form4_1696453642.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000160/xslF345X05/wk-form4_1696453642.xml,statutory (SEC EDGAR)
4,2023-09-29,2023-09-27,0001676238-23-000158,xslF345X05/wk-form4_1696019088.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000158/xslF345X05/wk-form4_1696019088.xml,statutory (SEC EDGAR)
4,2023-09-19,2023-09-15,0001676238-23-000156,xslF345X05/wk-form4_1695158840.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000156/xslF345X05/wk-form4_1695158840.xml,statutory (SEC EDGAR)
144,2023-09-15,,0001950047-23-004115,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723004115/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-09-14,2023-09-12,0001676238-23-000154,xslF345X05/wk-form4_1694727790.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000154/xslF345X05/wk-form4_1694727790.xml,statutory (SEC EDGAR)
4,2023-09-14,2023-09-12,0001209191-23-049457,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123049457/xslF345X05/doc4.xml,statutory (SEC EDGAR)
4,2023-09-13,2023-09-11,0000899243-23-018837,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323018837/xslF345X05/doc4.xml,statutory (SEC EDGAR)
4,2023-09-13,2023-09-11,0000899243-23-018838,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323018838/xslF345X05/doc4.xml,statutory (SEC EDGAR)
4,2023-09-12,2023-09-08,0001676238-23-000152,xslF345X05/wk-form4_1694556575.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000152/xslF345X05/wk-form4_1694556575.xml,statutory (SEC EDGAR)
4,2023-09-12,2023-09-01,0001676238-23-000149,xslF345X05/wk-form4_1694556126.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000149/xslF345X05/wk-form4_1694556126.xml,statutory (SEC EDGAR)
4,2023-09-12,2023-09-08,0001676238-23-000147,xslF345X05/wk-form4_1694555723.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000147/xslF345X05/wk-form4_1694555723.xml,statutory (SEC EDGAR)
144,2023-09-08,,0001950047-23-003840,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723003840/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2023-09-08,,0001950047-23-003839,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723003839/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
10-Q,2023-09-08,2023-07-31,0001676238-23-000145,brze-20230731.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000145/brze-20230731.htm,statutory (SEC EDGAR)
8-K,2023-09-07,2023-09-07,0001676238-23-000142,brz-20230907.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623823000142/brz-20230907.htm,statutory (SEC EDGAR)
4,2023-09-06,2023-09-01,0001676238-23-000139,xslF345X05/wk-form4_1694035142.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000139/xslF345X05/wk-form4_1694035142.xml,statutory (SEC EDGAR)
144,2023-09-01,,0001950047-23-003600,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723003600/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-08-25,2023-08-23,0001676238-23-000134,xslF345X05/wk-form4_1692994701.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000134/xslF345X05/wk-form4_1692994701.xml,statutory (SEC EDGAR)
4,2023-08-25,2023-08-24,0001676238-23-000132,xslF345X05/wk-form4_1692994137.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000132/xslF345X05/wk-form4_1692994137.xml,statutory (SEC EDGAR)
144,2023-08-23,,0001950047-23-003388,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723003388/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-08-22,2023-08-18,0001676238-23-000130,xslF345X05/wk-form4_1692735998.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000130/xslF345X05/wk-form4_1692735998.xml,statutory (SEC EDGAR)
4,2023-08-22,2023-08-18,0001676238-23-000128,xslF345X05/wk-form4_1692735802.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000128/xslF345X05/wk-form4_1692735802.xml,statutory (SEC EDGAR)
4,2023-08-18,2023-08-16,0001676238-23-000126,xslF345X05/wk-form4_1692394380.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000126/xslF345X05/wk-form4_1692394380.xml,statutory (SEC EDGAR)
4,2023-08-18,2023-08-16,0001676238-23-000124,xslF345X05/wk-form4_1692394175.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000124/xslF345X05/wk-form4_1692394175.xml,statutory (SEC EDGAR)
4,2023-08-18,2023-08-16,0001676238-23-000122,xslF345X05/wk-form4_1692393985.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000122/xslF345X05/wk-form4_1692393985.xml,statutory (SEC EDGAR)
4,2023-08-18,2023-08-16,0001676238-23-000120,xslF345X05/wk-form4_1692393808.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000120/xslF345X05/wk-form4_1692393808.xml,statutory (SEC EDGAR)
4/A,2023-08-18,2022-07-13,0001676238-23-000118,xslF345X05/wk-form4a_1692393418.xml,FORM 4/A,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000118/xslF345X05/wk-form4a_1692393418.xml,statutory (SEC EDGAR)
4/A,2023-08-18,2022-04-05,0001676238-23-000116,xslF345X05/wk-form4a_1692393138.xml,FORM 4/A,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000116/xslF345X05/wk-form4a_1692393138.xml,statutory (SEC EDGAR)
4,2023-08-18,2023-08-16,0001676238-23-000114,xslF345X05/wk-form4_1692392781.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000114/xslF345X05/wk-form4_1692392781.xml,statutory (SEC EDGAR)
4,2023-08-18,2023-08-16,0001676238-23-000112,xslF345X05/wk-form4_1692392543.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000112/xslF345X05/wk-form4_1692392543.xml,statutory (SEC EDGAR)
144,2023-08-18,,0001950047-23-003262,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723003262/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2023-08-18,,0001950047-23-003256,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723003256/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-08-17,2023-08-15,0001676238-23-000110,xslF345X05/wk-form4_1692307223.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000110/xslF345X05/wk-form4_1692307223.xml,statutory (SEC EDGAR)
4,2023-08-17,2023-08-15,0001676238-23-000108,xslF345X05/wk-form4_1692306789.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000108/xslF345X05/wk-form4_1692306789.xml,statutory (SEC EDGAR)
4,2023-08-03,2023-08-02,0000950103-23-011522,xslF345X05/ownership.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323011522/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2023-08-02,2023-08-01,0001676238-23-000107,xslF345X05/wk-form4_1691012259.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000107/xslF345X05/wk-form4_1691012259.xml,statutory (SEC EDGAR)
4,2023-08-01,2023-07-31,0001676238-23-000105,xslF345X05/wk-form4_1690922679.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000105/xslF345X05/wk-form4_1690922679.xml,statutory (SEC EDGAR)
4,2023-07-28,2023-07-27,0000950103-23-011033,xslF345X05/dp197423_4-hyman.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323011033/xslF345X05/dp197423_4-hyman.xml,statutory (SEC EDGAR)
4,2023-07-21,2023-07-19,0001676238-23-000103,xslF345X05/wk-form4_1689970457.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000103/xslF345X05/wk-form4_1689970457.xml,statutory (SEC EDGAR)
4,2023-07-20,2023-07-18,0001676238-23-000101,xslF345X05/wk-form4_1689886385.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000101/xslF345X05/wk-form4_1689886385.xml,statutory (SEC EDGAR)
4,2023-07-18,2023-07-14,0001676238-23-000099,xslF345X05/wk-form4_1689712440.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000099/xslF345X05/wk-form4_1689712440.xml,statutory (SEC EDGAR)
4,2023-07-18,2023-07-14,0001676238-23-000097,xslF345X05/wk-form4_1689712089.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000097/xslF345X05/wk-form4_1689712089.xml,statutory (SEC EDGAR)
4,2023-07-17,2023-07-13,0001676238-23-000093,xslF345X05/wk-form4_1689625983.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000093/xslF345X05/wk-form4_1689625983.xml,statutory (SEC EDGAR)
4,2023-07-14,2023-07-12,0001676238-23-000091,xslF345X04/wk-form4_1689366042.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000091/xslF345X04/wk-form4_1689366042.xml,statutory (SEC EDGAR)
144,2023-07-14,,0001950047-23-002340,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002340/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2023-07-14,,0001950047-23-002332,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002332/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2023-07-13,,0001950047-23-002306,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002306/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-07-13,2023-07-11,0001676238-23-000089,xslF345X04/wk-form4_1689279375.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000089/xslF345X04/wk-form4_1689279375.xml,statutory (SEC EDGAR)
144,2023-07-12,,0001950047-23-002277,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002277/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2023-07-11,,0001950047-23-002242,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002242/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-07-10,2023-07-06,0001676238-23-000087,xslF345X04/wk-form4_1689019861.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000087/xslF345X04/wk-form4_1689019861.xml,statutory (SEC EDGAR)
4,2023-07-07,2023-07-05,0001209191-23-041817,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123041817/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-07-07,2023-07-05,0001676238-23-000085,xslF345X04/wk-form4_1688760833.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000085/xslF345X04/wk-form4_1688760833.xml,statutory (SEC EDGAR)
144,2023-07-06,,0001950047-23-002155,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002155/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
8-K,2023-07-05,2023-06-29,0001676238-23-000083,brz-20230629.htm,8-K,5.07,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000083/brz-20230629.htm,statutory (SEC EDGAR)
144,2023-07-05,,0001950047-23-002112,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723002112/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-07-03,2023-06-29,0001676238-23-000080,xslF345X04/wk-form4_1688418645.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000080/xslF345X04/wk-form4_1688418645.xml,statutory (SEC EDGAR)
4,2023-07-03,2023-06-29,0001676238-23-000078,xslF345X04/wk-form4_1688418517.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000078/xslF345X04/wk-form4_1688418517.xml,statutory (SEC EDGAR)
4,2023-07-03,2023-06-29,0001676238-23-000076,xslF345X04/wk-form4_1688418370.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000076/xslF345X04/wk-form4_1688418370.xml,statutory (SEC EDGAR)
4,2023-07-03,2023-06-29,0001676238-23-000074,xslF345X04/wk-form4_1688418223.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000074/xslF345X04/wk-form4_1688418223.xml,statutory (SEC EDGAR)
4,2023-07-03,2023-06-29,0001676238-23-000072,xslF345X04/wk-form4_1688417957.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000072/xslF345X04/wk-form4_1688417957.xml,statutory (SEC EDGAR)
4,2023-06-16,2023-06-15,0000950103-23-008925,xslF345X04/dp195411_4-wiseman.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323008925/xslF345X04/dp195411_4-wiseman.xml,statutory (SEC EDGAR)
4,2023-06-16,2023-06-15,0000950103-23-008923,xslF345X04/dp195413_4-winkles.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323008923/xslF345X04/dp195413_4-winkles.xml,statutory (SEC EDGAR)
4,2023-06-16,2023-06-15,0000950103-23-008921,xslF345X04/dp195412_4-malik.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323008921/xslF345X04/dp195412_4-malik.xml,statutory (SEC EDGAR)
SC 13G/A,2023-06-15,,0001193125-23-167707,d522815dsc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000119312523167707/d522815dsc13ga.htm,statutory (SEC EDGAR)
4,2023-06-14,2023-06-12,0000899243-23-015534,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323015534/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-06-14,2023-06-12,0000899243-23-015532,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323015532/xslF345X04/doc4.xml,statutory (SEC EDGAR)
S-3ASR,2023-06-09,,0000950103-23-008712,dp194654_s3asr.htm,FORM S-3ASR,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323008712/dp194654_s3asr.htm,statutory (SEC EDGAR)
10-Q,2023-06-09,2023-04-30,0001676238-23-000068,brze-20230430.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000068/brze-20230430.htm,statutory (SEC EDGAR)
8-K,2023-06-08,2023-06-08,0001676238-23-000065,brz-20230608.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623823000065/brz-20230608.htm,statutory (SEC EDGAR)
4,2023-05-17,2023-05-15,0001676238-23-000057,xslF345X04/wf-form4_168435850175965.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000057/xslF345X04/wf-form4_168435850175965.xml,statutory (SEC EDGAR)
4,2023-05-17,2023-05-15,0001676238-23-000055,xslF345X04/wf-form4_168435839240529.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000055/xslF345X04/wf-form4_168435839240529.xml,statutory (SEC EDGAR)
4,2023-05-17,2023-05-15,0001676238-23-000053,xslF345X04/wf-form4_168435825449377.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000053/xslF345X04/wf-form4_168435825449377.xml,statutory (SEC EDGAR)
4,2023-05-17,2023-05-15,0001676238-23-000051,xslF345X04/wf-form4_168435815385344.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000051/xslF345X04/wf-form4_168435815385344.xml,statutory (SEC EDGAR)
4,2023-05-17,2023-05-15,0001676238-23-000049,xslF345X04/wf-form4_168435801499597.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000049/xslF345X04/wf-form4_168435801499597.xml,statutory (SEC EDGAR)
4,2023-05-17,2023-05-15,0001676238-23-000047,xslF345X04/wf-form4_168435791092525.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000047/xslF345X04/wf-form4_168435791092525.xml,statutory (SEC EDGAR)
ARS,2023-05-17,2023-01-31,0001140361-23-025266,ny20008687x3_ars.pdf,ARS,,https://www.sec.gov/Archives/edgar/data/1676238/000114036123025266/ny20008687x3_ars.pdf,statutory (SEC EDGAR)
DEFA14A,2023-05-17,,0001140361-23-025265,ny20008687x2_defa14a.htm,DEFA14A,,https://www.sec.gov/Archives/edgar/data/1676238/000114036123025265/ny20008687x2_defa14a.htm,statutory (SEC EDGAR)
DEF 14A,2023-05-17,,0001140361-23-025261,ny20008687_def14a.htm,DEF 14A,,https://www.sec.gov/Archives/edgar/data/1676238/000114036123025261/ny20008687_def14a.htm,statutory (SEC EDGAR)
4,2023-05-04,2023-05-02,0000950103-23-006857,xslF345X04/dp193387_4-hyman.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323006857/xslF345X04/dp193387_4-hyman.xml,statutory (SEC EDGAR)
4,2023-04-17,2023-04-13,0001676238-23-000045,xslF345X04/wf-form4_168176278055134.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000045/xslF345X04/wf-form4_168176278055134.xml,statutory (SEC EDGAR)
4,2023-04-14,2023-04-12,0001209191-23-024378,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123024378/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-04-14,2023-04-13,0001209191-23-024375,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123024375/xslF345X04/doc4.xml,statutory (SEC EDGAR)
144,2023-04-13,,0001972362-23-000006,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236223000006/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-04-12,2023-04-10,0001209191-23-024122,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123024122/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-04-12,2023-04-10,0001676238-23-000043,xslF345X04/wf-form4_168133275297754.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000043/xslF345X04/wf-form4_168133275297754.xml,statutory (SEC EDGAR)
4,2023-04-06,2023-04-04,0000899243-23-010912,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323010912/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-04-06,2023-04-04,0000899243-23-010910,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323010910/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-04-06,2023-04-04,0000899243-23-010909,xslF345X04/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924323010909/xslF345X04/doc4.xml,statutory (SEC EDGAR)
4,2023-04-06,2023-04-04,0001676238-23-000041,xslF345X04/wf-form4_168081225066102.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000041/xslF345X04/wf-form4_168081225066102.xml,statutory (SEC EDGAR)
8-K/A,2023-04-05,2023-04-04,0001676238-23-000039,brz-20230404.htm,8-K/A,"5.02,7.01,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623823000039/brz-20230404.htm,statutory (SEC EDGAR)
4,2023-04-04,2023-04-04,0000950103-23-005300,xslF345X04/dp191850_4-machado.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323005300/xslF345X04/dp191850_4-machado.xml,statutory (SEC EDGAR)
3,2023-04-04,2023-04-04,0000950103-23-005299,xslF345X02/dp191849_3-machado.xml,FORM 3,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323005299/xslF345X02/dp191849_3-machado.xml,statutory (SEC EDGAR)
8-K,2023-04-04,2023-04-04,0001676238-23-000036,brz-20230404.htm,8-K,"5.02,7.01,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623823000036/brz-20230404.htm,statutory (SEC EDGAR)
S-8,2023-04-03,,0000950103-23-005241,dp191566_s8.htm,FORM S-8,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323005241/dp191566_s8.htm,statutory (SEC EDGAR)
10-K,2023-03-31,2023-01-31,0001676238-23-000031,brze-20230131.htm,10-K,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000031/brze-20230131.htm,statutory (SEC EDGAR)
8-K,2023-03-30,2023-03-30,0001676238-23-000028,brz-20230330.htm,8-K,2.02,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000028/brz-20230330.htm,statutory (SEC EDGAR)
4,2023-03-07,2023-03-03,0001676238-23-000020,xslF345X03/wf-form4_167822912006067.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000020/xslF345X03/wf-form4_167822912006067.xml,statutory (SEC EDGAR)
4,2023-03-07,2023-03-03,0001676238-23-000018,xslF345X03/wf-form4_167822828037872.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000018/xslF345X03/wf-form4_167822828037872.xml,statutory (SEC EDGAR)
4,2023-03-07,2023-03-03,0001676238-23-000016,xslF345X03/wf-form4_167822796878331.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000016/xslF345X03/wf-form4_167822796878331.xml,statutory (SEC EDGAR)
4,2023-03-07,2023-03-03,0001676238-23-000014,xslF345X03/wf-form4_167822785397891.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000014/xslF345X03/wf-form4_167822785397891.xml,statutory (SEC EDGAR)
4,2023-03-07,2023-03-03,0001676238-23-000012,xslF345X03/wf-form4_167822775341226.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000012/xslF345X03/wf-form4_167822775341226.xml,statutory (SEC EDGAR)
4,2023-03-07,2023-03-03,0001676238-23-000010,xslF345X03/wf-form4_167822758270749.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000010/xslF345X03/wf-form4_167822758270749.xml,statutory (SEC EDGAR)
